X,Y,OBJECTID,island,area,name,address,zipcode,type,units,year_open
-157.733073884211,21.3932403060337,374,Oahu,Kailua,Kays Vacation Rentals (Estimate),232 Awakea Road,96734,INDIVIDUAL VACATION UNIT,2,1987
-155.830597322003,20.2370008545654,375,Hawaii,Hawi,Kohala Village Inn (Estimate),55-514 Hawi Road,96719,HOTEL,19,1994
-156.691494284099,20.9316929824021,376,Maui,Lahaina,Kaanapali Ocean Inn (Estimate),2780-A Kekaa Drive,96761,HOTEL,44,1962
-155.988955129321,19.6319327976926,377,Hawaii,Kailua-Kona,Royal Kona Resort (Estimate),75-5852 Alii Drive,96740,HOTEL,436,1967
-156.691494284099,20.9316929824021,378,Maui,Lahaina,Royal Lahaina Resort,2780 Kekaa Drive,96761,HOTEL,438,1962
-156.694726597471,20.9179270452875,379,Maui,Lahaina,Kaanapali Alii Resort (Estimate),50 Nohea Kai Drive,96761,CONDOMINIUM HOTEL,187,1982
-155.233507600253,19.428611700144,380,Hawaii,Volcano,Volcano Heritage Cottages,P.O. Box 235,96785,INDIVIDUAL VACATION UNIT,4,
-156.378249236462,20.9122792896692,381,Maui,Paia,Hale Nihi B&B,5 Nihi Place 7A,96779,BED & BREAKFAST,2,
-155.976755849233,19.6076471922018,382,Hawaii,Kailua Kona,Kona Bali Kai,76-6246 Alii Drive,96740,INDIVIDUAL VACATION UNIT,120,1969
-155.98264765007,19.6156737576817,383,Hawaii,Kailua-Kona,Kona Isle,75-6100 Alii Drive,96740,INDIVIDUAL VACATION UNIT,30,1972
-155.984687342248,19.6202942470319,384,Hawaii,Kailua-Kona,Kona Makai,75-6026 Alii Drive,96740,INDIVIDUAL VACATION UNIT,60,1978
-155.987452626134,19.6303235216931,385,Hawaii,Kailua-Kona,Kona Mansions,75-5873 Walua Road,96740,INDIVIDUAL VACATION UNIT,75,1972
-155.8076174289,20.0006892186156,386,Hawaii,Kamuela,Kumulani at Mauna Kea,63-3610 Lolii Way,96743,INDIVIDUAL VACATION UNIT,10,
-155.786514102974,19.9284945630646,387,Hawaii,Waikoloa,Waikoloa Hills,68-3907 Paniolo Drive,96738,INDIVIDUAL VACATION UNIT,6,
-155.971142311458,19.593821030012,388,Hawaii,Kailua-Kona,White Sands Village,77-6469 Alii Drive,96740,INDIVIDUAL VACATION UNIT,80,1976
-156.458256560457,20.7694353125826,389,Maui,Kihei,Wailana Sands,25 Wailana Place,96753,INDIVIDUAL VACATION UNIT,10,1980
-159.495061883993,22.2219730712532,390,Kauai,Princeville,Hale Moi,5301 Ka Haku Road,96722,INDIVIDUAL VACATION UNIT,30,
-159.473950098106,21.8813027435902,391,Kauai,Koloa,Prince Kuhio Resort,5061 Lawai Road,96756,INDIVIDUAL VACATION UNIT,50,1960
-159.477742121059,22.2221955597301,392,Kauai,Princeville,Sandpiper Village,4770 Pepelani Loop,96722,INDIVIDUAL VACATION UNIT,35,1980
-156.446269757742,20.7170819770989,393,Maui,Kihei,Kihei Kai Nani,2495 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,150,1973
-156.666837848676,20.9923882637267,394,Maui,Lahaina,Napili Shores (Estimate),5315 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,152,1972
-156.678706735123,20.9721507388166,395,Maui,Lahaina,Royal Kahana (Estimate),4365 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,220,1975
-156.450000745869,20.7283252101061,396,Maui,Kihei,Shores of Maui (Estimate),2075 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,40,1976
-156.693148732009,20.9228128961697,397,Maui,Lahaina,The Whaler on Kaanapali Beach,2481 Kaanapali Parkway,96761,TIMESHARE,328,1975
-156.693148732009,20.9228128961697,398,Maui,Lahaina,The Whaler on Kaanapali Beach,2481 Kaanapali Parkway,96761,INDIVIDUAL VACATION UNIT,328,1975
-159.554938592683,22.2027806992622,399,Kauai,Hanalei,A River House,5121 Wainiha Powerhouse Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.497048017332,22.205642298796,400,Kauai,Hanalei,Chung Cottage,4411 Aku Road,96714,INDIVIDUAL VACATION UNIT,1,1970
-159.545320731402,22.220325221205,401,Kauai,Haena,Haena Hale,5-7083 Kuhio Highway,96714,INDIVIDUAL VACATION UNIT,1,
-159.485174595203,22.2262753233077,402,Kauai,Princeville,Hale Anu Keanu,5072 Kamamalu Loop,96722,INDIVIDUAL VACATION UNIT,0,
-159.550005334197,22.2235638173539,403,Kauai,Wainiha,Hale Hoku,7321 Alamoo Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.500881692439,22.2021188703351,404,Kauai,Hanalei,Hale Ka Mahina House of the Moon,4451 Mahimahi Road,96754,INDIVIDUAL VACATION UNIT,1,
-159.554342362158,22.2231664388986,405,Kauai,Wainiha,Hale Kahakai,5-7444 East Kuhio Highway,96714,INDIVIDUAL VACATION UNIT,1,
-159.546760340161,22.2229008010845,406,Kauai,Haena,Hale Kalani,7206 Ala Moo Road,96714,INDIVIDUAL VACATION UNIT,1,1970
-159.40762499952,22.2072199997777,407,Kauai,Kilauea,Hale Kilo Ia,4401 Alamoo Road,96754,INDIVIDUAL VACATION UNIT,1,
-159.550122510102,22.2235360716009,408,Kauai,Wainiha,Hale Koaniani,7304 Alealea Road,96714,INDIVIDUAL VACATION UNIT,1,
-159.503659942154,22.2017295446984,409,Kauai,Hanalei,Hale Luana,5443 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,1988
-159.496389806615,22.2062580844299,410,Kauai,Hanalei,Hale Ola Kai,5117 Opelu Street,96714,INDIVIDUAL VACATION UNIT,1,
-159.498792624144,22.2043860426428,411,Kauai,Hanalei,Ka Hale Lehua,5235 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,1989
-159.494926395798,22.2044141308406,412,Kauai,Hanalei,Kainoa,5112 Papio Place,96722,INDIVIDUAL VACATION UNIT,1,
-159.5504823238,22.2098180617733,413,Kauai,Wainiha,Kuraoka Cottage,4807 Wainiha Powerhouse Road,96754,INDIVIDUAL VACATION UNIT,1,1996
-159.496953070835,22.2055317041485,414,Kauai,Hanalei,Lokelani,4420 Aku Road,96714,INDIVIDUAL VACATION UNIT,1,1996
-159.499807478122,22.20281487785,415,Kauai,Hanalei,Malolo Cottage,4450 Malolo Road,96754,INDIVIDUAL VACATION UNIT,1,
-159.545377531895,22.2143530388382,416,Kauai,Wainiha,Nohonani,4561 Wainiha Powerhouse Road,96754,INDIVIDUAL VACATION UNIT,1,
-159.496494621355,22.2053200527003,417,Kauai,Hanalei,Ohana Hale,4432 Aku Road,96714,INDIVIDUAL VACATION UNIT,1,1994
-159.490584305285,22.2186742186662,418,Kauai,Princeville,OTA House,4201 Kekuanaoa Lane,96722,INDIVIDUAL VACATION UNIT,1,
-159.498046647375,22.2051119836277,419,Kauai,Hanalei,Paulele,5191 Weke Road,96722,INDIVIDUAL VACATION UNIT,1,
-159.496530426782,22.2086044766881,420,Kauai,Hanalei,Plantation Cottage - Hanalei,5039 Weke Road,96722,INDIVIDUAL VACATION UNIT,1,
-159.547961063676,22.2227298038317,421,Kauai,Wainiha,Poinciana Place,7233 Alealea Road,96754,INDIVIDUAL VACATION UNIT,1,
-159.543188489961,22.2179943677504,422,Kauai,Wainiha,Rainbow's End,5-6947 Kuhio Highway,96714,INDIVIDUAL VACATION UNIT,0,
-159.524014065109,22.2130665477465,423,Kauai,Wainiha,Riko Hale,5-7364A Kuhio Highway,97654,INDIVIDUAL VACATION UNIT,1,
-159.499334068355,22.2028897604298,424,Kauai,Hanalei,Wailele Ikena,5270 Malolo Place,96714,INDIVIDUAL VACATION UNIT,1,
-159.49680640138,22.207830882715,425,Kauai,Hanalei,Wilikoki House,5072 Weke Road,96714,INDIVIDUAL VACATION UNIT,2,2001
-159.494926395798,22.2044141308406,426,Kauai,Hanalei,Kainoa,5112 Papio Place,96722,INDIVIDUAL VACATION UNIT,2,
-159.486442220436,22.2276576742983,427,Kauai,Princeville,Punahele Point,3785 Punahele Road,96722,INDIVIDUAL VACATION UNIT,0,
-159.713594999628,21.9709949998068,428,Kauai,Kekaha,PMRF Barking Sands (Estimate),1293 Tarter Drive Building 1293,96752,INDIVIDUAL VACATION UNIT,58,
-155.987425879328,20.7539195317922,429,Maui,Hana,Hana-Maui- Resort,5031 Hana Highway,96713,HOTEL,75,1996
-155.987425879328,20.7539195317922,430,Maui,Hana,Hana-Maui- Resort,5031 Hana Highway,96713,HOTEL,75,1996
-156.667284399121,20.9936606541585,431,Maui,Lahaina,Napili Surf Beach Resort,50 Napili Place,96761,CONDOMINIUM HOTEL,53,1970
-156.666173087611,20.9945360753117,432,Maui,Lahaina,Napili Sunset (Estimate),46 Hui Drive,96761,CONDOMINIUM HOTEL,42,1975
-156.67721976664,20.9764781662365,433,Maui,Kahana,Kahana Village (Estimate),4531 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,40,1979
-155.881098565434,19.9182573481326,434,Hawaii,Waikoloa,Fairway Villas at Waikoloa,69-200 Pohakulana Place,96738,INDIVIDUAL VACATION UNIT,4,2004
-155.881098565434,19.9182573481326,435,Hawaii,Waikoloa,Fairway Villas at Waikoloa,69-200 Pohakulana Place,96738,INDIVIDUAL VACATION UNIT,4,2004
-155.885062261097,19.9214219353298,436,Hawaii,Waikoloa,Shores at Waikoloa (Estimate),69-1035 Keana Place,96738,INDIVIDUAL VACATION UNIT,75,1987
-155.886119841596,19.924333577846,437,Hawaii,Waikoloa,The Bay Club at Waikoloa Beach Resort,69-450 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,172,1991
-155.876557982197,19.9226687631145,438,Hawaii,Waikoloa,Waikoloa Colony Villas,69-555 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,12,2003
-155.965135806662,19.56525817303,439,Hawaii,Kailua Kona,Kanaloa at Kona,78-261 Manukai Street,96740,CONDOMINIUM HOTEL,166,1980
-155.984394187238,19.6195298453769,440,Hawaii,Kailua Kona,Royal Sea Cliff (Estimate),75-6040 Alii Drive,96740,INDIVIDUAL VACATION UNIT,149,1982
-155.288874131036,19.3979894607171,441,Hawaii,Hawaii National Park,Volcano House (Estimate),1 Crater Rim Drive,96718,INDIVIDUAL VACATION UNIT,43,1941
-159.445013747756,21.8760704751722,442,Kauai,Koloa,Crestview House Lots (Estimate),1775 Poipu Road,96756,INDIVIDUAL VACATION UNIT,5,1980
-159.445013747756,21.8760704751722,443,Kauai,Koloa,Lanai Villas Vacation Rentals (Estimate),1775 Poipu Road,96756,INDIVIDUAL VACATION UNIT,35,1980
-159.445013747756,21.8760704751722,444,Kauai,Koloa,Bayview House lots (Estimate),1775 Poipu Road,96756,INDIVIDUAL VACATION UNIT,18,1980
-159.459499464326,21.8785364136049,445,Kauai,Koloa,Kiahuna Plantation (Estimate),2253 Poipu Road,96756,INDIVIDUAL VACATION UNIT,333,1972
-159.459499464326,21.8785364136049,446,Kauai,Koloa,Kiahuna Plantation,2253 Poipu Road,96756,INDIVIDUAL VACATION UNIT,5,1972
-159.481300952211,22.226761226725,447,Kauai,Princeville,The Cliffs at Princeville (Estimate),3811 Edwards Road,96722,TIMESHARE,129,1979
-159.481300952211,22.226761226725,448,Kauai,Princeville,The Cliffs at Princeville,3811 Edwards Road,96722,INDIVIDUAL VACATION UNIT,11,1979
-159.330815122768,22.0527792130949,449,Kauai,Kapaa,Lae Nani,410 Papaloa Road,96746,INDIVIDUAL VACATION UNIT,78,1977
-156.675746806629,20.873768602315,450,Maui,Lahaina,Aina Nalu,660 Wainee Street,96761,INDIVIDUAL VACATION UNIT,190,1975
-156.691529575244,20.9467068782821,451,Maui,Lahaina,Mahana,110 Kaanapali Shores Place,96761,INDIVIDUAL VACATION UNIT,22,1974
-156.691529575244,20.9467068782821,452,Maui,Lahaina,Mahana at Kaanapali,110 Kaanapali Shores Place,96761,INDIVIDUAL VACATION UNIT,201,1974
-156.675746806629,20.873768602315,453,Maui,Lahaina,Aina Nalu,660 Wainee Street,96761,INDIVIDUAL VACATION UNIT,190,1975
-156.684165451104,20.9587550592574,454,Maui,Lahaina,Hale Ono Loa,3823 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,67,1971
-156.678977773544,20.9729698019792,455,Maui,Kahana,Hololani,4401 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,65,1973
-156.694726597471,20.9179270452875,456,Maui,Lahaina,Kaanapali Alii,50 Nohea Kai Drive,96761,INDIVIDUAL VACATION UNIT,264,1982
-156.685820667334,20.9342447229374,457,Maui,Lahaina,Kaanapali Plantation,150 Puukolii Road,96761,INDIVIDUAL VACATION UNIT,1,
-156.690389188239,20.9235124548323,458,Maui,Lahaina,Kaanapali Royal,2560 Kekaa Drive,96761,INDIVIDUAL VACATION UNIT,105,1979
-156.678393042073,20.9746007899447,459,Maui,Kahana,Kahana Reef,4471 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,88,1959
-156.680481838039,20.9685613900789,460,Maui,Kahana,Kahana Villa Maui,4242 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,106,1980
-156.684633442025,20.9578408517872,461,Maui,Lahaina,Kaleialoha,3785 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,67,1972
-156.65633654713,21.0030008012487,462,Maui,Kapalua,Kapalua Golf Villas,500 Office Road,96761,INDIVIDUAL VACATION UNIT,186,1975
-156.675025926397,20.8677819833992,463,Maui,Lahaina,Lahaina Shores,475 Front Street,96761,INDIVIDUAL VACATION UNIT,199,1974
-156.506930723605,20.7957027745833,464,Maui,Wailuku,Maalaea Banyans,190 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,79,1978
-156.666357018404,20.9942375563934,465,Maui,Lahaina,Napili Bay,33 Hui Drive,96761,INDIVIDUAL VACATION UNIT,4,1960
-156.66509538991,20.9953084207399,466,Maui,Lahaina,Napili Gardens,5432 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,116,1995
-156.687027798938,20.9517530707059,467,Maui,Lahaina,Papakea,3543 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1976
-156.678954185894,20.9739335548948,468,Maui,Kahana,Pohailani Maui,4435 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,
-156.678706735123,20.9721507388166,469,Maui,Lahaina,Royal Kahana,4365 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,236,1975
-156.693148732009,20.9228128961697,470,Maui,Lahaina,The Whaler Resort,2481 Kaanapali Parkway,96761,INDIVIDUAL VACATION UNIT,360,1975
-156.67852823106,20.9714922630899,471,Maui,Lahaina,Valley Isle,4327 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,84,1973
-156.675746806629,20.873768602315,472,Maui,Lahaina,Aina Nalu,660 Wainee Street,96761,INDIVIDUAL VACATION UNIT,190,1975
-156.685697918534,20.9553470773842,473,Maui,Lahaina,Hale Kai,3691 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1967
-156.683681454072,20.9601990003993,474,Maui,Lahaina,Hale Mahina Beach Resort,3875 Lower Honoapiilani Road,96760,INDIVIDUAL VACATION UNIT,8,1981
-156.684165451104,20.9587550592574,475,Maui,Lahaina,Hale Ono Loa,3823 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1971
-156.678977773544,20.9729698019792,476,Maui,Kahana,Hololani,4401 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,3,1973
-156.685307616219,20.9545289682551,477,Maui,Lahaina,Honokowai Palms,3666 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1969
-156.690216582864,20.9462000865786,478,Maui,Lahaina,Honua Kai,130 Kai Malina Pkwy,96761,INDIVIDUAL VACATION UNIT,20,2009
-156.689679617537,20.9339553882344,479,Maui,Lahaina,International Colony Club,2750 Kalapu Drive,96761,INDIVIDUAL VACATION UNIT,1,1964
-156.685820667334,20.9342447229374,480,Maui,Lahaina,Kaanapali Plantation,150 Puukolii Road,96761,INDIVIDUAL VACATION UNIT,3,
-156.690389188239,20.9235124548323,481,Maui,Lahaina,Kaanapali Royal,2560 Kekaa Drive,96761,INDIVIDUAL VACATION UNIT,8,1979
-156.688147933998,20.9486929292251,482,Maui,Lahaina,Kaanapali Shores,3445 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,5,1980
-156.677565462225,20.9756049879017,483,Maui,Lahaina,Kahana Outrigger,4521 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,3,1979
-156.678393042073,20.9746007899447,484,Maui,Kahana,Kahana Reef,4471 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,14,1959
-156.680481838039,20.9685613900789,485,Maui,Kahana,Kahana Villas,4242 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1980
-156.65633654713,21.0030008012487,486,Maui,Kapalua,Kapalua Golf Villas,500 Office Road,96761,INDIVIDUAL VACATION UNIT,1,1975
-156.683296921425,20.9618280623539,487,Maui,Lahaina,Kuleana,3959 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,2,1973
-156.68496774572,20.89069118256,488,Maui,Lahaina,Lahaina Roads,1403 Front Street,96761,INDIVIDUAL VACATION UNIT,7,1973
-156.675025926397,20.8677819833992,489,Maui,Lahaina,Lahaina Shores,475 Front Street,96761,INDIVIDUAL VACATION UNIT,191,1974
-156.683863672077,20.959327507189,490,Maui,Lahaina,Lokelani,3833 Lower Honapiilani Road,96761,INDIVIDUAL VACATION UNIT,4,1972
-156.691529575244,20.9467068782821,491,Maui,Lahaina,Mahana,110 Kaanapali Shores Place,96761,INDIVIDUAL VACATION UNIT,22,1974
-156.684894898184,20.9573658848468,492,Maui,Lahaina,Makani Sands,3765 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1975
-156.691341775772,20.9346775586759,493,Maui,Lahaina,Maui Kaanapali Villas,45 Kai Ala Drive,96761,INDIVIDUAL VACATION UNIT,192,1966
-156.686915606012,20.9520696935838,494,Maui,Lahaina,Maui Sands,3559 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,3,1964
-156.66735514133,20.9919148835932,495,Maui,Lahaina,Napili Point,5295 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1977
-156.686418200644,20.953518274803,496,Maui,Lahaina,Paki Maui,3615 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,4,1976
-156.687027798938,20.9517530707059,497,Maui,Lahaina,Papakea,3543 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,21,1976
-156.685577477306,20.955807051916,498,Maui,Lahaina,The Pikake,3701 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,2,1966
-156.678954185894,20.9739335548948,499,Maui,Kahana,Pohailani,4435 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,2,
-156.678706735123,20.9721507388166,500,Maui,Lahaina,Royal Kahana,4365 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,220,1975
-156.678513788792,20.9701088802831,501,Maui,Lahaina,Sands of Kahana,4299 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1982
-156.67852823106,20.9714922630899,502,Maui,Lahaina,Valley Isle Resort,4327 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,21,1973
-156.693148732009,20.9228128961697,503,Maui,Lahaina,Whaler,2481 Kaanapali Parkway,96761,INDIVIDUAL VACATION UNIT,1,1975
-156.366580571906,20.9277252277413,504,Maui,Paia,Kuau Plaza Condominium,777 Hana Highway,96779,INDIVIDUAL VACATION UNIT,15,1974
-156.436021288539,20.6888889351283,505,Maui,Wailea,Wailea Grand Champions (Estimate),155 Wailea Ike Place,96753,INDIVIDUAL VACATION UNIT,149,1989
-156.436021288539,20.6888889351283,506,Maui,Wailea,Wailea Grand Champions,155 Wailea Ike Place,96753,INDIVIDUAL VACATION UNIT,188,1989
-156.679475211555,20.8754898161038,507,Maui,Lahaina,Lahaina Inn,127 Lahainaluna Road,96761,HOTEL,12,1931
-157.831012161565,21.2801545207788,508,Oahu,Honolulu,Pagoda Waikiki Hotel,260 Beach Walk,96815,HOTEL,60,1955
-157.834423590889,21.2880122236932,509,Oahu,Honolulu,Allure Waikiki,1837 Kalakaua Avenue,96815,INDIVIDUAL VACATION UNIT,2,2010
-157.827800459568,21.2821128104104,510,Oahu,Honolulu,Aloha Towers,430 Lewers Street,96815,INDIVIDUAL VACATION UNIT,55,
-157.818168244776,21.2750421671552,511,Oahu,Honolulu,Canal House,2611 Ala Wai Boulevard,96815,INDIVIDUAL VACATION UNIT,3,
-157.835139935033,21.2852645713058,512,Oahu,Honolulu,Canterbury Place,1910 Ala Moana Boulevard,96815,INDIVIDUAL VACATION UNIT,1,2013
-157.836433500239,21.2865389999135,513,Oahu,Honolulu,Chateau Waikiki,411 Hobron Lane,96815,INDIVIDUAL VACATION UNIT,1,
-157.820442060595,21.2624557140689,514,Oahu,Honolulu,Colony Surf,2895 Kalakaua Avenue,96815,INDIVIDUAL VACATION UNIT,9,
-157.819318848113,21.2740164893617,515,Oahu,Honolulu,Diamond Head Vista,2600 Pualani Way,96815,INDIVIDUAL VACATION UNIT,1,
-157.837904999943,21.2852610003119,516,Oahu,Honolulu,Discovery Bay,1778 Ala Moana Boulevard,96815,INDIVIDUAL VACATION UNIT,3,
-157.823957900793,21.2799977831203,517,Oahu,Honolulu,Fairway Villa,2345 Ala Wai Boulevard,96815,INDIVIDUAL VACATION UNIT,17,1974
-157.829402887932,21.2822969805689,518,Oahu,Honolulu,Four Paddle,2140 Kuhio Avenue,96815,INDIVIDUAL VACATION UNIT,18,
-157.838470768105,21.2850148835794,519,Oahu,Honolulu,Ilikai,1777 Ala Moana Boulevard,96815,INDIVIDUAL VACATION UNIT,10,1964
-157.83913224975,21.2857583797084,520,Oahu,Honolulu,Ilikai Marina,1765 Ala Moana Boulevard,96815,INDIVIDUAL VACATION UNIT,8,1968
-157.829417999888,21.2841990000491,521,Oahu,Lanikea,Lanikea,421 Olohana Street,96815,INDIVIDUAL VACATION UNIT,1,
-157.83228449979,21.283595999877,522,Oahu,Honolulu,Luana Waikiki,2045 Kalakaua Avenue,96815,INDIVIDUAL VACATION UNIT,4,1970
-157.820804819622,21.2756438750382,523,Oahu,Honolulu,Ohua,250 Ohua Avenue,96815,INDIVIDUAL VACATION UNIT,1,
-157.846361789688,21.2904269758104,524,Oahu,Honolulu,Park Lane Ala Moana,1388 Ala Moana Boulevard,96814,INDIVIDUAL VACATION UNIT,1,
-157.827532500074,21.2801760002325,525,Oahu,Honolulu,Marine Surf,364 Seaside Avenue,96815,INDIVIDUAL VACATION UNIT,7,1968
-157.831003529579,21.2800840935774,526,Oahu,Honolulu,Regency on Beachwalk,255 Beach Walk,96815,INDIVIDUAL VACATION UNIT,4,1961
-157.827401289297,21.2805482248346,527,Oahu,Honolulu,Royal Kuhio,2240 Kuhio Avenue,96815,INDIVIDUAL VACATION UNIT,1,1978
-157.818694500415,21.2580900002422,528,Oahu,Honolulu,Seabreeze,3065 Kalakaua Avenue,96815,INDIVIDUAL VACATION UNIT,2,
-157.821496466391,21.274899569983,529,Oahu,Honolulu,Waikiki Banyan,201 Ohua Avenue,96815,INDIVIDUAL VACATION UNIT,12,1979
-157.824004500384,21.2750370004323,530,Oahu,Honolulu,Waikiki Beach Tower,2470 Kalakaua Avenue,96815,INDIVIDUAL VACATION UNIT,6,1984
-157.822982999968,21.2768549999799,531,Oahu,Honolulu,Waikiki Park Heights,2440 Kuhio Ave,96815,INDIVIDUAL VACATION UNIT,16,1973
-157.832580155441,21.2790705436606,532,Oahu,Honolulu,Waikiki Shore,2161 Kalia Road,96815,INDIVIDUAL VACATION UNIT,12,1960
-157.823249497026,21.2775344834211,533,Oahu,Honolulu,Waikiki Sky Tower,2410 Cleghorn Street,96815,INDIVIDUAL VACATION UNIT,8,1978
-157.820797029979,21.2743566589621,534,Oahu,Honolulu,Waikiki Sunset,229 Paoakalani Avenue,96815,INDIVIDUAL VACATION UNIT,10,1979
-157.84178013997,21.2889454099707,535,Oahu,Honolulu,Watermark Waikiki,1551 Ala Moana Boulevard,96715,INDIVIDUAL VACATION UNIT,1,
-157.837666063079,21.2863518989912,536,Oahu,Honolulu,Windsor,343 Hobron Lane,96815,INDIVIDUAL VACATION UNIT,1,
-156.457135837014,20.7479788538579,537,Maui,Kihei,Hale Kai O Kihei,1310 Uluniu Road,96753,CONDOMINIUM HOTEL,16,1969
-156.444902171099,20.7106424301947,538,Maui,Kihei,Hale Kamaole,2737 South Kihei Road,96753,CONDOMINIUM HOTEL,21,1973
-156.50769094081,20.7949978829868,539,Maui,Maalaea,Island Sands Resort,150 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,9,1975
-159.328727070305,22.0534377532187,540,Kauai,Kapaa,Islander on the Beach,440 Aleka Place,96746,INDIVIDUAL VACATION UNIT,1,1970
-156.445249297247,20.7122979374497,541,Maui,Kihei,Kamaole Sands,2695 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,6,1983
-156.505033264324,20.796749563023,542,Maui,Wailuku,Kanai A Nalu,250 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,2,1976
-159.32003752911,22.0624065104096,543,Kauai,Kapaa,Kauai Kailani,4-856 Kuhio Highway,96746,INDIVIDUAL VACATION UNIT,1,1969
-156.457598397018,20.7595737672825,544,Maui,Kihei,Kauhale Makai,938 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,2,1978
-156.446130428343,20.7164724936761,545,Maui,Kihei,Kihei Akahi,2531 South Kihei Road,96753,CONDOMINIUM HOTEL,46,1977
-156.444690641364,20.7202385397577,546,Maui,Kihei,Kihei Alii Kai,2387 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1979
-156.44501925597,20.7054312738264,547,Maui,Kihei,Kihei Surfside Resort,2936 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1976
-156.506930723605,20.7957027745833,548,Maui,Wailuku,Maalaea Banyan,190 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,1,1978
-159.445889667448,21.8701902106087,549,Kauai,Koloa,Makahuena,1661 Pee Road,96756,INDIVIDUAL VACATION UNIT,1,1997
-156.445047315292,20.7048278550816,550,Maui,Kihei,Mana Kai Maui Resort,2960 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,18,1973
-156.446061727253,20.7161167202692,551,Maui,Kihei,Maui Banyan,2575 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,2,1990
-156.444761169087,20.7085612214169,552,Maui,Kihei,Maui Kamaole,2777 South Kihei Road,96753,CONDOMINIUM HOTEL,102,1989
-156.458197126995,20.7630843012858,553,Maui,Kihei,Menehune Shores,760 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,5,1976
-156.439000786088,20.6984998202418,554,Maui,Kihei,Palms at Wailea,3200 Wailea Alanui Drive,96753,INDIVIDUAL VACATION UNIT,3,1991
-159.319210686237,22.0733845950412,555,Kauai,Kapaa,Pono Kai Resort,4-1250 Kuhio Highway,96746,INDIVIDUAL VACATION UNIT,5,1980
-156.446828236801,20.7193253470209,556,Maui,Kihei,Royal Mauian,2430 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1973
-156.467052914037,20.7857700667439,557,Maui,Kihei,Sugar Beach Resort,145 North Kihei Road,96753,CONDOMINIUM HOTEL,95,1976
-156.434268046726,20.6853956700139,558,Maui,Wailea,Wailea Ekolu,10 Wailea Ekolu Place,96753,INDIVIDUAL VACATION UNIT,1,1979
