X,Y,OBJECTID,island,area,name,address,zipcode,type,units,year_open
-156.43171148423,20.7012751729286,189,Maui,Kihei,Victorian Villa,452 Kupulau Dr,96753,BED & BREAKFAST,1,2016
-156.429680369649,20.6940055510947,190,Maui,Kihei,Rainbow Deluxe,460 Hoala Dr,96753,BED & BREAKFAST,1,2011
-157.837495500198,21.2823900002177,191,Oahu,Honolulu,Hilton Hawaiian Village Lagoon Tower,2005 Kalia Road,96815,TIMESHARE,236,2001
-155.86601820662,19.9254013818639,192,Hawaii,Waikoloa,Kings' Land by Hilton Grand Vacations,69-699 Waikoloa Beach Drive,96738,TIMESHARE,435,2008
-155.876662211658,19.9225478867577,193,Hawaii,Waikoloa,Kohala Suites by Hilton Grand Vacations,69-550 Waikoloa Beach Drive,96738,TIMESHARE,120,2005
-155.886119841596,19.924333577846,194,Hawaii,Waikoloa,The Bay Club at Waikoloa Beach Resort,69-450 Waikoloa Beach Drive,96738,TIMESHARE,168,1991
-157.835488499791,21.2825970002454,195,Oahu,Honolulu,The Grand Islander by Hilton Grand Vacations,2023 Kalia Road,96815,TIMESHARE,418,2017
-155.8862504334,19.9245096375708,196,Hawaii,Waikoloa,Ocean Tower by Hilton Grand Vacations,69-425 Waikoloa Beach Drive,96738,TIMESHARE,72,1988
-155.8862504334,19.9245096375708,197,Hawaii,Waikoloa,Hilton Waikoloa Village,69-425 Waikoloa Beach Drive,96738,HOTEL,1241,1988
-157.830477673376,21.2782629093824,198,Oahu,Honolulu,Waikiki Parc Hotel,2233 Helumoa Road,96815,HOTEL,288,1987
-157.840006839612,21.2856008733901,199,Oahu,Honolulu,Prince Waikiki,100 Holomoana Street,96815,HOTEL,563,1990
-155.822554604858,19.9951574286188,200,Hawaii,Kamuela,The Westin Hapuna Beach Resort,62-100 Kaunaoa Beach Drive,96743,HOTEL,249,1994
-155.824990443134,20.00790138206,201,Hawaii,Kamuela,"Mauna Kea Beach Hotel, Autograph Collection",62-100 Mauna Kea Beach Drive,96743,HOTEL,252,1965
-158.212096911759,21.4622601767649,202,Oahu,Waianae,Hawaiian Princess at Makaha Beach,84-1021 Lahilahi Street,96792,TIMESHARE,32,1980
-156.680309607524,20.9687276811043,203,Maui,Lahaina,Kahana Falls Resorts,4260 Lower Honoapiilani Road,96761,TIMESHARE,130,1992
-156.457239914139,20.7575881711967,204,Maui,Kihei,Maui Schooner Resort,980 South Kihei Road,96753,TIMESHARE,58,1990
-157.832580155441,21.2790705436606,205,Oahu,Honolulu,Waikiki Shore by Outrigger,2161 Kalia Road,96815,CONDOMINIUM HOTEL,37,1960
-156.690730107546,20.9262771510528,206,Maui,Lahaina,Maui Eldorado Kaanapali by Outrigger,2661 Kekaa Drive,96761,CONDOMINIUM HOTEL,57,1969
-156.675746806629,20.873768602315,207,Maui,Lahaina,Aina Nalu Lahaina By Outrigger,660 Wainee Street,96761,CONDOMINIUM HOTEL,42,1975
-155.965135806662,19.56525817303,208,Hawaii,Kailua Kona,Kanaloa at Kona by Outrigger,78-261 Manukai Street,96740,CONDOMINIUM HOTEL,18,1980
-159.459499464326,21.8785364136049,209,Kauai,Koloa,Kiahuna Plantation Resort Kauai by Outrigger,2253 Poipu Road,96756,CONDOMINIUM HOTEL,83,1972
-156.666837848676,20.9923882637267,210,Maui,Lahaina,Napili Shores Maui by Outrigger,5315 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,77,1972
-157.831003529579,21.2800840935774,211,Oahu,Honolulu,Regency on Beachwalk Waikiki By Outrigger,255 Beach Walk,96815,CONDOMINIUM HOTEL,39,1961
-156.65633654713,21.0030008012487,212,Maui,Kapalua,The Kapalua Villas Maui,500 Office Road,96761,CONDOMINIUM HOTEL,104,1975
-156.678706735123,20.9721507388166,213,Maui,Lahaina,Royal Kahana Maui by Outrigger,4365 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,116,1975
-155.881098565434,19.9182573481326,214,Hawaii,Waikoloa,Fairway Villas Waikoloa by Outrigger,69-200 Pohakulana Place,96738,CONDOMINIUM HOTEL,47,2004
-155.882664501063,19.9158181341292,215,Hawaii,Waikoloa,Kohala Coast Vacation Rentals by Outrigger,69-250 Waikoloa Beach Dr Ste B13,96738,CONDOMINIUM HOTEL,5,
-156.439000786088,20.6984998202418,216,Maui,Kihei,Palms at Wailea Maui by Outrigger,3200 Wailea Alanui Drive,96753,CONDOMINIUM HOTEL,50,1991
-159.320858384165,22.0613507315704,217,Kauai,Kapaa,Waipouli Beach Resort & Spa Kauai by Outrigger,4-820 Kuhio Highway,96746,CONDOMINIUM HOTEL,64,2006
-159.330815122768,22.0527792130949,218,Kauai,Kapaa,Lae Nani Resort Kauai by Outrigger,410 Papaloa Road,96746,CONDOMINIUM HOTEL,5,1977
-156.690216582864,20.9462000865786,219,Maui,Lahaina,Honua Kai Resort & Spa,130 Kai Malina Pkwy,96761,CONDOMINIUM HOTEL,283,2009
-157.913400990663,21.3366244635617,220,Oahu,Honolulu,Best Western The Plaza Hotel,3253 North Nimitz Highway,96819,HOTEL,274,1963
-157.831938063975,21.2790897570755,221,Oahu,Honolulu,Embassy Suites by Hilton™ - Waikiki Beach Walk,201 Beach Walk,96815,HOTEL,369,2006
-157.827392999967,21.2782590000685,222,Oahu,Honolulu,Waikiki Beachcomber by Outrigger,2300 Kalakaua Avenue,96815,HOTEL,496,1970
-157.917219390568,21.3372064039399,223,Oahu,Honolulu,Airport Honolulu Hotel,3401 North Nimitz Highway,96819,HOTEL,307,1965
-157.824818401413,21.2775529527692,224,Oahu,Honolulu,OHANA Waikiki East by Outrigger,150 Kaiulani Avenue,96815,HOTEL,443,1972
-157.828156228483,21.2811402896077,225,Oahu,Honolulu,OHANA Waikiki Malia by Outrigger,2211 Kuhio Avenue,96815,HOTEL,327,1984
-157.832299919215,21.2788227670267,226,Oahu,Honolulu,Outrigger Reef Waikiki Beach Resort,2169 Kalia Road,96815,HOTEL,635,1955
-157.827177005845,21.2775093749891,227,Oahu,Honolulu,Outrigger Waikiki Beach Resort,2335 Kalakaua Avenue,96815,HOTEL,524,1967
-155.984394187238,19.6195298453769,228,Hawaii,Kailua Kona,Royal Sea Cliff Kona by Outrigger,75-6040 Alii Drive,96740,CONDOMINIUM HOTEL,124,1982
-155.090313932885,19.7294207865693,229,Hawaii,Hilo,Dolphin Bay Hotel,333 Iliahi Street,96720,HOTEL,18,1968
-155.227525438047,19.4297477609918,230,Hawaii,Volcano,Aloha Crater Lodge,11-3966 Lanihuli Road,96785,BED & BREAKFAST,6,2007
-157.820696456729,21.2634713094308,231,Oahu,Honolulu,The New Otani at Kaimana Beach Hotel,2863 Kalakaua Avenue,96815,HOTEL,118,1964
-155.063654265239,19.727550040744,232,Hawaii,Hilo,Reeds Bay Resort Hotel,175 Banyan Drive,96720,,59,1984
-157.825448921947,21.2804982716167,233,Oahu,Honolulu,Ilima Hotel,445 Nohonani Street,96815,HOTEL,98,1968
-159.315036131055,22.0787744163752,234,Kauai,Kapaa,Hotel Coral Reef,4-1516 Kuhio Highway,96746,HOTEL,27,1955
-158.124743090842,21.3404102620619,235,Oahu,Kapolei,Four Seasons Resort Oahu at Ko Olina,92-1001 Olani Street,96707,HOTEL,371,1993
-156.355102178128,20.8328617099883,236,Maui,Pukalani,Hale Aku,2704 Ililani Way,96768,BED & BREAKFAST,3,
-155.095333874138,19.7186014447723,237,Hawaii,Hilo,Hilo Honu Inn LLC,465 Haili Street,96720,BED & BREAKFAST,3,2006
-155.136789646356,19.7246219363986,238,Hawaii,Hilo,Inn at Kulaniapia Falls,100 Kulaniapia Drive,96720,BED & BREAKFAST,11,1998
-155.874083969374,19.4240489104224,239,Hawaii,Honaunau,Kane Plantation Guesthouse,84-1120 Telephone Exchange Road,96726,BED & BREAKFAST,4,2013
-155.230965445876,19.4303813304323,240,Hawaii,Volcano,Kilauea Lodge & Restaurant,19-3948 Old Volcano Road,96785,HOTEL,12,1988
-156.366564342403,20.9294461159879,241,Maui,Paia,Mama's Fish House Restaurant And Inn,799 Poho Place,96779,HOTEL,12,1973
-159.468502071691,21.8814456219423,242,Kauai,Koloa,Poipu Bed & Breakfast Inn,2720 Hoonani Road,96756,BED & BREAKFAST,4,1988
-157.998676500122,21.7051559999478,243,Oahu,Kahuku,Turtle Bay Resort,57-091 Kamehameha Highway,96731,HOTEL,452,1972
-155.897674151738,19.4625025738307,244,Hawaii,Captain Cook,Kona Bayview Inn,83-5605 Middle Keei Road,96704,BED & BREAKFAST,3,1999
-156.372532573648,20.9223008893615,245,Maui,Paia,Maui By the Sea,523 Hana Highway,96779,INDIVIDUAL VACATION UNIT,1,2000
-156.424630279792,20.692415496267,246,Maui,Kihei,Maui Joy Villa,620 Kumulani Dr,96753,BED & BREAKFAST,2,
-158.194671511784,21.5809921340268,247,Oahu,Mokuleia,Owen's Retreat,68-945 Farrington Highway,96791,INDIVIDUAL VACATION UNIT,4,1963
-155.233507600253,19.428611700144,248,Hawaii,Volcano,Volcano Places,P.O. Box 159,96785,INDIVIDUAL VACATION UNIT,2,1997
-155.235984649213,19.432390330692,249,Hawaii,Volcano,Hale Kilauea,19-3996 Kilauea Road,96785,BED & BREAKFAST,8,1988
-155.981666392346,19.8235067839703,250,Hawaii,Kailua-Kona,Kahikole VRU,72-208 Kahikole St,96740,INDIVIDUAL VACATION UNIT,1,
-155.986912566326,19.8127808046442,251,Hawaii,Kailua-Kona,Hainoa Place VRU,72-130 Hainoa Pl,96740,INDIVIDUAL VACATION UNIT,1,
-155.991568499756,19.8184115040756,252,Hawaii,Kailua-Kona,Ke Alaula VRU,72-156 Ke Alaula St,96740,INDIVIDUAL VACATION UNIT,1,
-155.971820000365,19.6102099997049,253,Hawaii,Kailua-Kona,Kulanakauhale VRU,72-3557 Kulanakauhale Pl,96740,INDIVIDUAL VACATION UNIT,1,
-155.971820000365,19.6102099997049,254,Hawaii,Kailua-Kona,Puukole St VRU,72-127 Puukole St,96740,INDIVIDUAL VACATION UNIT,1,
-155.9883067852,19.8150028516626,255,Hawaii,Kailua-Kona,Laueki St VRU,72-134 Laueki St,96740,INDIVIDUAL VACATION UNIT,1,
-155.990284994424,19.8187267237491,256,Hawaii,Kailua-Kona,Ke Alaula Hale,72-136 Ke Alaula St,96740,INDIVIDUAL VACATION UNIT,1,
-155.9939225343,19.8249564747594,257,Hawaii,Kailua-Kona,Kumukehu VRU,72-160 Kumukehu St,96740,INDIVIDUAL VACATION UNIT,1,
-155.971820000365,19.6102099997049,258,Hawaii,Kailua-Kona,Pukapa VRU,72-1237 Pukapa St,96740,INDIVIDUAL VACATION UNIT,1,
-156.30214814919,20.8970662022925,259,Maui,Haiku,Bamboo Valley Inn,1444 West Kuiaha Road,96708,BED & BREAKFAST,2,
-156.682449482882,20.8784357072971,260,Maui,Lahaina,Alexandra's at Front Street,972 Front Street,96761,INDIVIDUAL VACATION UNIT,2,
-156.683290754709,20.8793915936474,261,Maui,Lahaina,Lahaina Oceanfront Estates,1023 Front St 3C,96761,INDIVIDUAL VACATION UNIT,2,
-156.690679862773,20.926204816289,262,Maui,Lahaina,No Ka Oi Hale Ocean Front,2580 Kekaa Drive #118,96761,INDIVIDUAL VACATION UNIT,1,
-156.690679862773,20.926204816289,263,Maui,Lahaina,Okika Hale,2580 Kekaa Drive #118,96761,INDIVIDUAL VACATION UNIT,1,
-156.682580023909,20.8995174463228,264,Maui,Lahaina,Maui Garden Oasis,67 Kaniau Road,96761,BED & BREAKFAST,4,1992
-156.369950149087,20.9242161123502,265,Maui,Paia,Kuau Ko,616 Hana Hwy,96779,BED & BREAKFAST,1,2019
-156.438677556293,20.7056098480002,266,Maui,Kihei,Relax and Rewind,221 Mahie Pl 5g,96753,BED & BREAKFAST,1,2019
-156.310330754403,20.7748812676181,267,Maui,Kula,Kula Treat,226 Kulalani Dr,96790,BED & BREAKFAST,2,2014
-156.323360808943,20.9114448482694,268,Maui,Haiku,Haiku Guesthouse,905 Kokomo Road,96708,BED & BREAKFAST,1,2013
-156.321300327294,20.9079963818535,269,Maui,Haiku,Maile Bungalow,2582 Alohia Place,96708,BED & BREAKFAST,2,2009
-156.322705082124,20.9217853127896,270,Maui,Haiku,Hookipa Rose,285 Pauwela Road,96708,BED & BREAKFAST,4,
-156.217622631781,20.905560331649,271,Maui,Haiku,Kahua O Mali'o,610 Huelo Rd,96708,BED & BREAKFAST,4,2003
-156.310054827748,20.8498096638637,272,Maui,Makawao,La Casita,1094 Pookela Rd,96768,BED & BREAKFAST,1,
-156.455135989961,20.7348596417482,273,Maui,Kihei,Hale Hai Hai,71 Waimahaihai St,96753,BED & BREAKFAST,4,2019
-156.439849181422,20.7175925400453,274,Maui,Kihei,Scott's B&B,92 Iliwai Loop,96753,BED & BREAKFAST,1,
-156.439578246187,20.7096365689997,275,Maui,Kihei,Kauhale Breeze,2812 Kauhale St 5g,96753,BED & BREAKFAST,4,
-156.428554960932,20.6926141829984,276,Maui,Kihei,Maui Meadows Retreat,485 Kumulani Dr 5k,96753,BED & BREAKFAST,3,2016
-156.639781920162,20.8494442739985,277,Maui,Lahaina,Hooilo House,138 Awaiku Street,96761,BED & BREAKFAST,6,2003
-155.123077545915,19.7166136566813,278,Hawaii,Hilo,Old Hawaiian Bed & Breakfast,1492 Wailuku Drive,96720,BED & BREAKFAST,3,2001
-159.330181316926,22.0532242046745,279,Kauai,Kapaa,Kauai Shores Hotel,420 Papaloa Road,96746,CONDOMINIUM HOTEL,200,1970
-155.459950000421,20.0717649998126,280,Hawaii,Honokaa,Waipio Wayside Bed & Breakfast Inn,P.O. Box 840,96727,BED & BREAKFAST,5,1988
-157.944821473394,21.3812555151455,281,Oahu,Aiea,Harbor Shores Apartment Hotel,98-145 Lipoa Place,96701,CONDOMINIUM HOTEL,42,1965
-156.685185448969,20.9568339113065,282,Maui,Lahaina,Kulakane Condominiums,3741 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,37,1970
-159.333732614975,22.0511267925866,283,Kauai,Kapaa,Wailua Bay View Resort,320 Papaloa Road,96746,INDIVIDUAL VACATION UNIT,37,1972
-155.025736825655,19.7324053078753,284,Hawaii,Hilo,Maureen's Bed & Breakfast,1896 Kalanianaole Street,96720,BED & BREAKFAST,4,1990
-155.88219435993,19.9155805721725,285,Hawaii,Waikoloa,Waikoloa Beach Villas,69-180 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,100,2007
-155.993674007612,19.6389963598428,286,Hawaii,Kailua-Kona,Kona Plaza,75-5719 Alii Drive,96740,INDIVIDUAL VACATION UNIT,29,1973
-156.408426957564,20.9094316580902,287,Maui,Paia,Sugar Cove Condominium,320 Paani Place,96779,INDIVIDUAL VACATION UNIT,2,1977
-157.83913224975,21.2857583797084,288,Oahu,Honolulu,Ilikai Marina,1765 Ala Moana Boulevard,96815,INDIVIDUAL VACATION UNIT,200,1968
-156.445563298463,20.7137959840639,289,Maui,Kihei,Haleakala Shores,2619 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1975
-156.445563298463,20.7137959840639,290,Maui,Kihei,Haleakala Shores (Estimate),2619 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,25,1975
-156.50769094081,20.7949978829868,291,Maui,Maalaea,Island Sands Resort (Estimate),150 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,66,1975
-156.50769094081,20.7949978829868,292,Maui,Maalaea,Island Sands Resort,150 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,1,1975
-156.447377632945,20.7266474791011,293,Maui,Kihei,Kalama Terrace,35 Walaka Street,96753,INDIVIDUAL VACATION UNIT,1,
-156.50769094081,20.7949978829868,294,Maui,Maalaea,Island Sands Resort,150 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,16,1975
-156.445249297247,20.7122979374497,295,Maui,Kihei,Kamaole Sands,2695 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1983
-156.445249297247,20.7122979374497,296,Maui,Kihei,Kamaole Sands (Estimate),2695 South Kihei Road,96753,CONDOMINIUM HOTEL,390,1983
-156.445249297247,20.7122979374497,297,Maui,Kihei,Kamaole Sands (Estimate),2695 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,390,1983
-156.505033264324,20.796749563023,298,Maui,Wailuku,Kanai A Nalu,250 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,69,1976
-156.457598397018,20.7595737672825,299,Maui,Kihei,Kauhale Makai,938 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,5,1978
-156.457598397018,20.7595737672825,300,Maui,Kihei,Royal Aloha Maui Village By The Sea,938 South Kihei Road,96753,TIMESHARE,12,1978
-156.457598397018,20.7595737672825,301,Maui,Kihei,Kauhale Makai (Estimate),938 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,122,1978
-156.446130428343,20.7164724936761,302,Maui,Kihei,Kihei Akahi,2531 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,199,1977
-156.444690641364,20.7202385397577,303,Maui,Kihei,Kihei Alii Kai,2387 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,20,1979
-156.444690641364,20.7202385397577,304,Maui,Kihei,Kihei Alii Kai (Estimate),2387 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,20,1979
-156.458241260386,20.7640150612853,305,Maui,Kihei,Kihei Bay Surf,715 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,98,2002
-156.458241260386,20.7640150612853,306,Maui,Kihei,Kihei Bay Surf (Estimate),715 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,98,2002
-156.459263849598,20.7707789009563,307,Maui,Kihei,Kihei Holiday,483 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1979
-156.446269757742,20.7170819770989,308,Maui,Kihei,Kihei Kai Nani,2495 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,180,1973
-156.44501925597,20.7054312738264,309,Maui,Kihei,Kihei Surfside,2936 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,82,1976
-156.44501925597,20.7054312738264,310,Maui,Kihei,Kihei Surfside (Estimate),2936 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,82,1976
-156.457136945645,20.7569821230358,311,Maui,Kihei,Leinaala,998 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,14,1975
-156.445047315292,20.7048278550816,312,Maui,Kihei,Mana Kai Resort,2960 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,16,1973
-156.445047315292,20.7048278550816,313,Maui,Kihei,Mana Kai Resort (Estimate),2960 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,94,1973
-156.446061727253,20.7161167202692,314,Maui,Kihei,Maui Banyan,2575 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,2,1990
-156.444761169087,20.7085612214169,315,Maui,Kihei,Maui Kamaole,2777 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,2,1989
-156.444761169087,20.7085612214169,316,Maui,Kihei,Maui Kamaole,2777 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,251,1989
-156.457027203824,20.7564119631506,317,Maui,Kihei,Maui Sunset,1032 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1976
-156.457027203824,20.7564119631506,318,Maui,Kihei,Maui Sunset (Estimate),1032 South Kihei Road,96753,TIMESHARE,65,1976
-156.457027203824,20.7564119631506,319,Maui,Kihei,Maui Sunset (Estimate),1032 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,115,1976
-156.448244018262,20.726013709194,320,Maui,Kihei,Maui Vista Resort,2191 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,29,1979
-156.448244018262,20.726013709194,321,Maui,Kihei,Maui Vista Resort (Estimate),2191 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,154,1979
-156.458197126995,20.7630843012858,322,Maui,Kihei,Menehune Shores,760 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,150,1976
-156.447880905997,20.724553516568,323,Maui,Kihei,Pacific Shores,2219 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,3,
-156.446828236801,20.7193253470209,324,Maui,Kihei,Royal Mauian,2430 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,9,1973
-156.446828236801,20.7193253470209,325,Maui,Kihei,Royal Mauian (Estimate),2430 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,65,1973
-156.458256560457,20.7694353125826,326,Maui,Kihei,Wailana Sands,25 Wailana Place,96753,INDIVIDUAL VACATION UNIT,1,1980
-156.439025115308,20.6961314834057,327,Maui,Kihei,Wailea Ekahi,3300 Wailea Alanui Drive,96753,INDIVIDUAL VACATION UNIT,222,1978
-156.66598460917,20.9933850367947,328,Maui,Napili,One Napili Way (Estimate),5355 Lower Honoapiilani Road,96761,TIMESHARE,14,1992
-156.439025115308,20.6961314834057,329,Maui,Kihei,Wailea Ekahi,3300 Wailea Alanui Drive,96753,INDIVIDUAL VACATION UNIT,222,1978
-156.434268046726,20.6853956700139,330,Maui,Wailea,Wailea Ekolu,10 Wailea Ekolu Place,96753,INDIVIDUAL VACATION UNIT,148,1979
-155.81694227216,19.9980913272683,331,Hawaii,Kamuela,Mauna Kea High Bluffs Private Home,High Bluffs Private Home,96743,INDIVIDUAL VACATION UNIT,1,
-155.855887179471,19.9480424170329,332,Hawaii,Kohala Coast,Mauna Lani Fairways,68-1125 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,4,2006
-155.855887179471,19.9480424170329,333,Hawaii,Kohala Coast,Mauna Lani Fairways,68-1125 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,74,2006
-155.88219435993,19.9155805721725,334,Hawaii,Waikoloa,Waikoloa Beach Villas,69-180 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,26,2007
-155.856294178766,19.9414031645492,335,Hawaii,Waimea,Villages at Mauna Lani,68-1025 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,1,
-155.876557982197,19.9226687631145,336,Hawaii,Waikoloa,Waikoloa Colony Villas,69-555 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,10,2003
-155.876557982197,19.9226687631145,337,Hawaii,Waikoloa,Waikoloa Colony Villas (Estimate),69-555 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,57,2003
-155.881624448976,19.9255289591923,338,Hawaii,Waikoloa,Halii Kai at Waikoloa,69-1033 Nawahine Place,96738,INDIVIDUAL VACATION UNIT,4,2007
-155.888018587157,19.9183094473977,339,Hawaii,Waikoloa,Kolea Condominium,69-1000 Kolea Kai Circle,96738,INDIVIDUAL VACATION UNIT,2,2006
-157.823468848767,21.2766810762063,340,Oahu,Honolulu,Vive Hotel Waikiki (Estimate),2426 Kuhio Avenue,96815,HOTEL,124,1979
-157.823468848767,21.2766810762063,341,Oahu,Honolulu,Vive Hotel Waikiki (Estimate),2426 Kuhio Avenue,96815,HOTEL,124,1979
-157.763294500423,21.452182999761,342,Oahu,Kaneohe,The Lodge at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,96863,HOTEL,117,
-157.763294500423,21.452182999761,343,Oahu,Kaneohe,The Cottages at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,96863,OTHER,13,
-157.763294500423,21.452182999761,344,Oahu,Kaneohe,The Klipper Villas at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,96863,OTHER,15,
-157.763294500423,21.452182999761,345,Oahu,Kaneohe,The Cabanas at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,96863,OTHER,29,
-157.888499999698,21.3607999998504,346,Oahu,Honolulu,Tripler Army Hotel,Tripler Army Medical Center Bldg 228B,96859,HOTEL,98,
-157.836968999558,21.2850900004184,347,Oahu,Honolulu,Ramada Plaza Waikiki (Estimate),1830 Ala Moana Boulevard,96815,HOTEL,198,1969
-157.836968999558,21.2850900004184,348,Oahu,Honolulu,Ramada Plaza Waikiki (Estimate),1830 Ala Moana Boulevard,96815,HOTEL,198,1969
-158.05103629203,21.4910212697977,349,Oahu,Wahiawa,Inn at Schofield Barracks,563 Kolekole Avenue,96786,HOTEL,192,1994
-157.954808982657,21.3403310890912,350,Oahu,Hickam AFB,Royal Alakai Inn (Estimate),15 G Street Building 1153,96753,HOTEL,436,
-157.827833999934,21.2798699997866,351,Oahu,Honolulu,"Shoreline Hotel Waikiki, a Joie de Vivre Hotel",342 Seaside Avenue,96815,HOTEL,135,
-157.709753679537,21.3518405893102,352,Oahu,Waimanalo,Bellows Air Force Station (Estimate),220 Tinker Road,96795,OTHER,125,
-156.445079877787,20.7042925280517,353,Maui,Kihei,Days Inn Maui Oceanfront Kihei (Estimate),2980 South Kihei Road,96753,HOTEL,87,1972
-157.827430413095,21.2825001356221,354,Oahu,Honolulu,"Coconut Waikiki Hotel, a Joie de Vivre Hotel",450 Lewers Street,96815,HOTEL,81,1963
-157.827430413095,21.2825001356221,355,Oahu,Honolulu,"Coconut Waikiki Hotel, a Joie de Vivre Hotel",450 Lewers Street,96815,HOTEL,81,1963
-155.660850209526,19.0448049803382,356,Hawaii,Na'alehu,Kalaekilohana Inn & Retreat (Estimate),94-2152 South Point Road,96772,OTHER,5,2005
-157.837495500198,21.2823900002177,357,Oahu,Honolulu,Hilton Hawaiian Village Beach Resort & Spa (Estimate),2005 Kalia Road,96815,HOTEL,2860,2001
-156.687027798938,20.9517530707059,358,Maui,Lahaina,Papakea Resort (Estimate),3543 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,312,1976
-156.690216582864,20.9462000865786,359,Maui,Lahaina,Honua Kai (Estimate),130 Kai Malina Pkwy,96761,INDIVIDUAL VACATION UNIT,628,2009
-158.124347999808,21.3392789999281,360,Oahu,Kapolei,"Aulani, A Disney Resort & Spa (Estimate)",92-1185 Aliinui Drive,96707,TIMESHARE,840,2011
-158.191101000186,21.4472070002154,361,Oahu,Waianae,Pililaau Army Recreation Center (Estimate),"85-010 Army Street, Bldg. 4065",96792,OTHER,43,
-157.843522478869,21.3009823347548,362,Oahu,Honolulu,The Plumeria,1111 Piikoi Street,96814,HOSTEL,26,1985
-157.839397398152,21.2864326754321,363,Oahu,Honolulu,"The Equus, an Ascend Hotel",1696 Ala Moana Boulevard,96815,CONDOMINIUM HOTEL,68,1963
-157.830642772845,21.2815560812162,364,Oahu,Honolulu,The Polynesian Residences (Estimate),2131 Kalakaua Avenue,96815,HOTEL,56,1972
-155.089502270881,19.7292391496052,365,Hawaii,Hilo,Wild Ginger Inn Hotel And Hostel (Estimate),100 Puueo Street,96720,HOTEL,29,1939
-157.945706681236,21.3817259212165,366,Oahu,Aiea,Harbor Arms Apartment Hotel (Estimate),98-130 Lipoa Place,96701,APARTMENT/ HOTEL,30,1965
-155.615137213972,19.0608522735791,367,Hawaii,Waiohinu,Macadamia Meadows Farm B & B (Estimate),94-6263 Kamaoa Road,96772,BED & BREAKFAST,5,1997
-155.676572747144,20.0226193537829,368,Hawaii,Kamuela,Kamuela Inn (Estimate),65-1300 Kawaihae Road,96743,BED & BREAKFAST,30,1960
-156.918490847938,20.8355474604063,369,Lanai,Lanai City,"Sensei Lanai, A Four Seasons Resort (Estimate)",1 Keomoku Highway,96763,HOTEL,102,1991
-156.421660344995,20.6956078105692,370,Maui,Kihei,Eva Villa (Estimate),815 Kumulani Drive,96753,BED & BREAKFAST,3,1993
-156.331868528639,20.8702823193901,371,Maui,Makawao,Gods Peace Of Maui (Estimate),1290 Haliimaile Road,96768,BED & BREAKFAST,6,1995
-157.713285943128,21.384700419254,372,Oahu,Kailua,Hawaii's Hidden Hideaway Bed and Breakfast (Estimate),1369 Mokolea Drive,96734,BED & BREAKFAST,3,1997
-157.921987136998,21.3951133137611,373,Oahu,Aiea,Rainbow Inn (Estimate),98-1049 Mahola Place,96701,BED & BREAKFAST,1,NA
